timestamp,system_score,severity,behavioral_anomaly_flag,sensitive_access_flag,label,file_path,file_action,file_extension,is_sensitive_path,is_executable,file_freq_1min,file_rarity,process_name,parent_process,cpu_percent,memory_mb,cpu_zscore,memory_zscore
2026-03-25 00:00:01,2,2,0,0,0,/tmp/file.txt,1,1,0.0,1.0,-0.791538419289488,1.4307711969160153,0,0,,,,
2026-03-25 00:00:02,1,2,0,0,0,/etc/passwd,2,0,0.0,1.0,1.6365403532538405,-0.4037983306645513,0,0,,,,
2026-03-25 00:00:04,4,0,0,1,1,E:\agentic_ai\defense system\password.txt,0,1,0.0,0.0,-1.1384068153671063,-1.0960887184308028,0,0,,,,
2026-03-25 00:00:05,4,1,0,1,1,/etc/passwd,1,0,0.0,1.0,0.4225009669821763,1.5000002356926405,0,0,,,,
2026-03-25 00:00:06,2,1,0,0,0,/tmp/file.txt,1,2,1.0,1.0,1.4631061552150315,0.2884920571017,0,0,,,,
2026-03-25 00:00:06,0,0,0,0,0,E:\agentic_ai\defense system\password.txt,0,0,0.0,1.0,-0.6181042212506788,-1.1653177572074278,0,0,,,,
2026-03-25 00:00:07,0,2,0,0,0,/tmp/file.txt,0,2,1.0,0.0,0.9428035610986039,-1.0268596796541776,0,0,,,,
2026-03-25 00:00:07,4,1,0,1,1,/etc/passwd,0,2,0.0,0.0,0.4225009669821763,1.6038437938575778,0,0,,,,
2026-03-25 00:00:08,3,2,0,1,1,/tmp/file.txt,2,0,1.0,1.0,-1.3118410134059155,-0.3345692918879261,0,0,,,,
2026-03-25 00:00:09,2,1,0,0,0,E:\agentic_ai\defense system\password.txt,2,0,0.0,1.0,-0.9649726173282971,-0.680714485771052,0,0,,,,
2026-03-25 00:00:09,0,1,0,0,0,/etc/passwd,0,1,1.0,0.0,0.24906676894336716,1.0500114836445769,0,0,,,,
2026-03-25 00:00:10,1,2,0,0,0,/etc/passwd,0,2,0.0,0.0,0.24906676894336716,-0.023038617393113033,0,0,,,,
2026-03-25 00:00:10,2,0,0,0,0,/etc/passwd,2,0,0.0,1.0,0.07563257090455798,-0.19611121433467588,0,0,,,,
2026-03-25 00:00:10,0,0,0,0,0,/tmp/file.txt,2,1,1.0,0.0,-0.2712358251730604,0.7384808091497636,0,0,,,,
2026-03-25 00:00:11,1,1,0,0,0,/etc/passwd,1,1,1.0,0.0,0.9428035610986039,0.5307936928198883,0,0,,,,
2026-03-25 00:00:11,0,1,0,0,0,E:\agentic_ai\defense system\password.txt,1,2,1.0,0.0,0.5959351650209855,-0.19611121433467588,0,0,,,,
2026-03-25 00:00:11,3,2,0,1,1,/tmp/file.txt,1,0,0.0,1.0,0.24906676894336716,-1.234546795984053,0,0,,,,
2026-03-25 00:00:12,1,1,0,0,0,/etc/passwd,2,1,1.0,1.0,-1.1384068153671063,0.634637250984826,0,0,,,,
2026-03-25 00:00:12,3,0,0,1,1,/etc/passwd,2,2,0.0,0.0,-0.2712358251730604,0.2884920571017,0,0,,,,
2026-03-25 00:00:13,1,0,0,0,0,/tmp/file.txt,2,1,0.0,1.0,1.116237759137413,0.7038662897614509,0,0,,,,
2026-03-25 00:00:13,0,0,0,0,0,/tmp/file.txt,2,1,0.0,0.0,-1.3118410134059155,0.046190421383512176,0,0,,,,
2026-03-25 00:00:15,0,1,0,0,0,E:\agentic_ai\defense system\password.txt,1,0,1.0,1.0,0.7693693630597948,0.5307936928198883,0,0,,,,
2026-03-25 00:00:16,2,0,0,0,0,/etc/passwd,1,1,0.0,1.0,-0.09780162713425121,-1.5114629510905537,0,0,,,,
2026-03-25 00:00:17,3,2,0,1,1,/etc/passwd,2,1,1.0,1.0,-0.2712358251730604,-1.234546795984053,0,0,,,,
2026-03-25 00:00:17,1,2,0,0,0,E:\agentic_ai\defense system\password.txt,1,0,0.0,1.0,-1.6587094094835337,-1.0614741990424903,0,0,,,,
2026-03-25 00:00:17,0,2,0,0,0,/tmp/file.txt,2,2,0.0,1.0,0.5959351650209855,-0.09226765616973824,0,0,,,,
2026-03-25 00:00:18,0,0,0,0,0,E:\agentic_ai\defense system\password.txt,1,1,0.0,1.0,1.2896719571762223,0.39233561526663785,0,0,,,,
2026-03-25 00:00:19,2,2,0,0,0,E:\agentic_ai\defense system\password.txt,2,2,0.0,0.0,0.07563257090455798,1.1192405224212019,0,0,,,,
2026-03-25 00:00:19,4,0,0,1,1,/etc/passwd,2,2,1.0,0.0,-0.09780162713425121,-1.0268596796541776,0,0,,,,
2026-03-25 00:00:20,2,1,0,0,0,E:\agentic_ai\defense system\password.txt,0,0,0.0,0.0,1.6365403532538405,0.35772109587832523,0,0,,,,
2026-03-25 00:00:21,3,1,0,1,1,/tmp/file.txt,0,1,0.0,1.0,-1.4852752114447247,0.4615646540432631,0,0,,,,
2026-03-25 00:00:21,4,1,0,1,1,/etc/passwd,1,2,1.0,1.0,-0.2712358251730604,0.9115534060913265,0,0,,,,
2026-03-25 00:00:21,1,1,0,0,0,/etc/passwd,1,0,0.0,0.0,-0.44467002321186955,1.188469561197827,0,0,,,,
2026-03-25 00:00:21,2,2,0,0,0,/tmp/file.txt,1,1,1.0,0.0,-0.2712358251730604,-0.8884016021009274,0,0,,,,
2026-03-25 00:00:22,4,1,0,1,1,/tmp/file.txt,0,0,0.0,0.0,-0.6181042212506788,-1.0960887184308028,0,0,,,,
2026-03-25 00:00:23,2,0,0,0,0,E:\agentic_ai\defense system\password.txt,0,1,1.0,0.0,0.4225009669821763,-1.1999322765957405,0,0,,,,
2026-03-25 00:00:24,3,0,0,1,1,E:\agentic_ai\defense system\password.txt,0,0,0.0,1.0,0.9428035610986039,0.3231065764900126,0,0,,,,
2026-03-25 00:00:25,2,1,0,0,0,E:\agentic_ai\defense system\password.txt,0,1,1.0,0.0,-0.6181042212506788,-0.29995477249961366,0,0,,,,
2026-03-25 00:00:25,3,0,0,1,1,E:\agentic_ai\defense system\password.txt,1,0,0.0,0.0,-0.791538419289488,0.3231065764900126,0,0,,,,
2026-03-25 00:00:26,3,0,0,1,1,E:\agentic_ai\defense system\password.txt,2,2,1.0,0.0,-1.6587094094835337,0.8769388867030139,0,0,,,,
2026-03-25 00:00:26,1,1,0,0,0,/tmp/file.txt,2,0,1.0,1.0,0.5959351650209855,1.6038437938575778,0,0,,,,
2026-03-25 00:00:28,2,0,0,0,0,E:\agentic_ai\defense system\password.txt,0,0,0.0,0.0,1.6365403532538405,1.3269276387510773,0,0,,,,
2026-03-25 00:00:28,4,0,0,1,1,E:\agentic_ai\defense system\password.txt,0,2,0.0,0.0,-1.3118410134059155,1.2923131193627648,0,0,,,,
2026-03-25 00:00:28,4,0,0,1,1,E:\agentic_ai\defense system\password.txt,1,2,0.0,1.0,-0.6181042212506788,1.0500114836445769,0,0,,,,
2026-03-25 00:00:30,4,0,0,1,1,/tmp/file.txt,2,0,1.0,1.0,-0.791538419289488,0.634637250984826,0,0,,,,
2026-03-25 00:00:30,0,0,0,0,0,E:\agentic_ai\defense system\password.txt,1,2,0.0,1.0,-0.791538419289488,-0.8537870827126148,0,0,,,,
2026-03-25 00:00:32,4,0,0,1,1,E:\agentic_ai\defense system\password.txt,0,1,1.0,0.0,0.5959351650209855,0.15003397954845,0,0,,,,
2026-03-25 00:00:32,2,2,0,0,0,/tmp/file.txt,0,2,1.0,1.0,0.7693693630597948,1.1538550418095144,0,0,,,,
2026-03-25 00:00:33,4,1,0,1,1,/tmp/file.txt,2,1,0.0,0.0,0.7693693630597948,-0.23072573372298846,0,0,,,,
2026-03-25 00:00:34,2,0,0,0,0,/tmp/file.txt,2,1,0.0,1.0,-0.791538419289488,1.3961566775277026,0,0,,,,
2026-03-25 00:00:35,0,1,0,0,0,/tmp/file.txt,0,2,0.0,0.0,1.4631061552150315,0.11541946016013739,0,0,,,,
2026-03-25 00:00:36,2,0,0,0,0,/tmp/file.txt,2,1,1.0,1.0,-0.44467002321186955,1.4653857163043278,0,0,,,,
2026-03-25 00:00:38,4,0,0,1,1,E:\agentic_ai\defense system\password.txt,2,0,1.0,1.0,1.4631061552150315,1.1192405224212019,0,0,,,,
2026-03-25 00:00:39,3,1,0,1,1,E:\agentic_ai\defense system\password.txt,2,0,0.0,1.0,0.5959351650209855,-0.8191725633243022,0,0,,,,
2026-03-25 00:00:39,1,1,0,0,0,/etc/passwd,0,0,1.0,0.0,0.24906676894336716,-0.8537870827126148,0,0,,,,
2026-03-25 00:00:42,4,2,0,1,1,/etc/passwd,1,0,0.0,1.0,-0.2712358251730604,-0.19611121433467588,0,0,,,,
2026-03-25 00:00:44,4,2,0,1,1,E:\agentic_ai\defense system\password.txt,2,1,1.0,0.0,-0.791538419289488,1.2576985999744523,0,0,,,,
2026-03-25 00:00:44,2,1,0,0,0,/etc/passwd,0,1,0.0,0.0,0.7693693630597948,-0.2653402531113011,0,0,,,,
2026-03-25 00:00:44,2,1,0,0,0,/tmp/file.txt,2,0,0.0,1.0,-0.44467002321186955,-0.9922451602658652,0,0,,,,
2026-03-25 00:00:45,2,0,0,0,0,E:\agentic_ai\defense system\password.txt,2,0,0.0,0.0,1.116237759137413,1.7076873520225158,0,0,,,,
2026-03-25 00:00:46,2,0,0,0,0,/tmp/file.txt,1,1,1.0,0.0,-1.3118410134059155,-1.1307032378191153,0,0,,,,
2026-03-25 00:00:47,3,0,0,1,1,/etc/passwd,0,2,0.0,0.0,-1.6587094094835337,1.2576985999744523,0,0,,,,
2026-03-25 00:00:47,1,2,0,0,0,E:\agentic_ai\defense system\password.txt,2,1,0.0,0.0,0.9428035610986039,0.634637250984826,0,0,,,,
2026-03-25 00:00:48,0,0,0,0,0,/tmp/file.txt,0,1,1.0,1.0,1.2896719571762223,-1.1653177572074278,0,0,,,,
2026-03-25 00:00:48,1,2,0,0,0,E:\agentic_ai\defense system\password.txt,1,0,0.0,1.0,-0.09780162713425121,-1.1307032378191153,0,0,,,,
2026-03-25 00:00:49,4,0,0,1,1,/etc/passwd,2,1,0.0,1.0,-1.4852752114447247,0.5654082122082009,0,0,,,,
2026-03-25 00:00:50,1,0,0,0,0,E:\agentic_ai\defense system\password.txt,0,2,1.0,1.0,-1.4852752114447247,0.08080494077182479,0,0,,,,
2026-03-25 00:00:51,4,1,0,1,1,/etc/passwd,1,1,1.0,0.0,-1.6587094094835337,1.3961566775277026,0,0,,,,
2026-03-25 00:00:51,2,2,0,0,0,/tmp/file.txt,2,0,1.0,0.0,-1.3118410134059155,-0.2653402531113011,0,0,,,,
2026-03-25 00:00:51,1,1,0,0,0,/tmp/file.txt,0,2,0.0,0.0,0.5959351650209855,-0.9922451602658652,0,0,,,,
2026-03-25 00:00:52,1,2,0,0,0,E:\agentic_ai\defense system\password.txt,0,2,0.0,0.0,0.24906676894336716,-0.4384128500528639,0,0,,,,
2026-03-25 00:00:52,4,2,0,1,1,/etc/passwd,2,1,0.0,1.0,-0.09780162713425121,1.188469561197827,0,0,,,,
2026-03-25 00:00:53,2,0,0,0,0,/tmp/file.txt,0,0,0.0,0.0,-1.6587094094835337,-1.3730048735373035,0,0,,,,
2026-03-25 00:00:53,4,0,0,1,1,E:\agentic_ai\defense system\password.txt,1,0,0.0,0.0,1.6365403532538405,-0.3345692918879261,0,0,,,,
2026-03-25 00:00:54,1,2,0,0,0,/tmp/file.txt,0,2,0.0,0.0,1.4631061552150315,-0.5768709276061141,0,0,,,,
2026-03-25 00:00:56,2,0,0,0,0,/tmp/file.txt,2,0,0.0,1.0,1.116237759137413,1.1538550418095144,0,0,,,,
2026-03-25 00:00:56,3,1,0,1,1,/tmp/file.txt,1,2,1.0,1.0,-0.6181042212506788,0.08080494077182479,0,0,,,,
2026-03-25 00:00:57,2,2,0,0,0,/tmp/file.txt,0,0,1.0,1.0,-1.6587094094835337,0.9115534060913265,0,0,,,,
2026-03-25 00:00:58,3,0,0,1,1,/tmp/file.txt,0,2,1.0,0.0,0.07563257090455798,-0.8537870827126148,0,0,,,,
2026-03-25 00:00:59,4,0,0,1,1,E:\agentic_ai\defense system\password.txt,2,2,1.0,1.0,-0.6181042212506788,-1.649921028643804,0,0,,,,
2026-03-25 00:00:59,1,0,0,0,0,E:\agentic_ai\defense system\password.txt,2,0,0.0,1.0,-0.6181042212506788,-1.1999322765957405,0,0,,,,
2026-03-25 00:01:00,3,1,0,1,1,/tmp/file.txt,2,2,0.0,1.0,0.07563257090455798,-0.6114854469944268,0,0,,,,
2026-03-25 00:01:00,0,0,0,0,0,/etc/passwd,1,1,0.0,1.0,0.4225009669821763,-1.1307032378191153,0,0,,,,
2026-03-25 00:01:01,2,2,0,0,0,E:\agentic_ai\defense system\password.txt,1,0,1.0,1.0,-0.44467002321186955,0.9115534060913265,0,0,,,,
2026-03-25 00:01:01,1,0,0,0,0,E:\agentic_ai\defense system\password.txt,2,1,0.0,0.0,0.9428035610986039,-1.580691989867179,0,0,,,,
2026-03-25 00:01:04,3,2,0,1,1,E:\agentic_ai\defense system\password.txt,0,1,0.0,1.0,1.2896719571762223,-1.5460774704788662,0,0,,,,
2026-03-25 00:01:04,4,1,0,1,1,/tmp/file.txt,2,0,0.0,0.0,0.5959351650209855,-0.12688217555805065,0,0,,,,
2026-03-25 00:01:05,3,1,0,1,1,E:\agentic_ai\defense system\password.txt,1,2,1.0,1.0,-1.6587094094835337,-0.6114854469944268,0,0,,,,
2026-03-25 00:01:05,0,1,0,0,0,/tmp/file.txt,1,2,0.0,0.0,0.07563257090455798,-1.407619392925616,0,0,,,,
2026-03-25 00:01:06,4,0,0,1,1,/tmp/file.txt,1,1,1.0,0.0,-1.1384068153671063,-0.09226765616973824,0,0,,,,
2026-03-25 00:01:06,3,1,0,1,1,/tmp/file.txt,2,0,0.0,0.0,-0.09780162713425121,-0.8884016021009274,0,0,,,,
2026-03-25 00:01:07,3,0,0,1,1,E:\agentic_ai\defense system\password.txt,1,2,1.0,1.0,-0.791538419289488,0.35772109587832523,0,0,,,,
2026-03-25 00:01:07,0,2,0,0,0,/tmp/file.txt,2,2,1.0,1.0,-1.1384068153671063,0.25387753771338745,0,0,,,,
2026-03-25 00:01:07,1,1,0,0,0,/etc/passwd,1,0,0.0,1.0,1.2896719571762223,-0.4730273694411765,0,0,,,,
2026-03-25 00:01:08,3,2,0,1,1,/etc/passwd,1,2,0.0,1.0,0.4225009669821763,-1.338390354148991,0,0,,,,
2026-03-25 00:01:08,2,0,0,0,0,/etc/passwd,0,2,0.0,1.0,-0.44467002321186955,1.4653857163043278,0,0,,,,
2026-03-25 00:01:08,3,2,0,1,1,E:\agentic_ai\defense system\password.txt,0,0,1.0,1.0,-1.4852752114447247,-0.8191725633243022,0,0,,,,
2026-03-25 00:01:10,0,2,0,0,0,E:\agentic_ai\defense system\password.txt,1,0,0.0,0.0,-0.44467002321186955,1.1538550418095144,0,0,,,,
2026-03-25 00:01:11,2,0,0,0,0,E:\agentic_ai\defense system\password.txt,2,0,1.0,1.0,-1.6587094094835337,0.4615646540432631,0,0,,,,
2026-03-25 00:01:12,0,1,0,0,0,E:\agentic_ai\defense system\password.txt,0,0,0.0,1.0,-0.6181042212506788,-0.3691838112762387,0,0,,,,
2026-03-25 00:01:12,2,2,0,0,0,/tmp/file.txt,0,2,0.0,1.0,-0.6181042212506788,1.1192405224212019,0,0,,,,
2026-03-25 00:01:12,2,2,0,0,0,/tmp/file.txt,2,1,1.0,0.0,-0.791538419289488,0.046190421383512176,0,0,,,,
2026-03-25 00:01:13,0,2,0,0,0,/etc/passwd,0,1,1.0,0.0,0.5959351650209855,1.6038437938575778,0,0,,,,
2026-03-25 00:01:14,4,2,0,1,1,E:\agentic_ai\defense system\password.txt,1,2,0.0,0.0,1.116237759137413,0.6000227315965135,0,0,,,,
2026-03-25 00:01:17,0,2,0,0,0,/tmp/file.txt,1,2,0.0,1.0,-1.1384068153671063,1.36154215813939,0,0,,,,
2026-03-25 00:01:17,3,2,0,1,1,/tmp/file.txt,1,2,0.0,1.0,0.4225009669821763,-1.4422339123139285,0,0,,,,
2026-03-25 00:01:18,4,1,0,1,1,/tmp/file.txt,1,2,1.0,0.0,-0.09780162713425121,0.11541946016013739,0,0,,,,
2026-03-25 00:01:18,3,1,0,1,1,/tmp/file.txt,0,1,1.0,1.0,1.4631061552150315,1.5692292744692653,0,0,,,,
2026-03-25 00:01:18,0,0,0,0,0,E:\agentic_ai\defense system\password.txt,0,2,0.0,0.0,1.6365403532538405,0.634637250984826,0,0,,,,
2026-03-25 00:01:19,1,1,0,0,0,/tmp/file.txt,1,2,0.0,0.0,-1.4852752114447247,1.4653857163043278,0,0,,,,
2026-03-25 00:01:20,4,1,0,1,1,/tmp/file.txt,0,2,1.0,0.0,-1.3118410134059155,1.1192405224212019,0,0,,,,
